"Url","StatusCode","Error","LoadMs","Title"
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/","200","","150",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/services","200","","149",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/cases","200","","129",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/blog/","200","","88",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/nosotros/","200","","81",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/contacto/","200","","105",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/privacy-policy/","200","","78",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/terms/","200","","164",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/services/seguridad-inteligente-con-ia-proteccion-proactiva-24-7/","200","","95",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/services/conectividad-de-nueva-generacion-infraestructura-5g-ready/","200","","84",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/services/energia-inteligente-eficiencia-que-reduce-costos-hasta-60/","200","","87",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/services/asesoria-estrategica-su-socio-en-transformacion-tecnologica/","200","","86",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/cases/hospital-general-de-acapulco/","200","","74",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/cases/universidad-tecnologica-del-valle/","200","","79",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/cases/hotel-fiesta-americana/","200","","75",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/cases/guardia-nacional-modernizacion-de-infraestructura/","200","","89",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/cases/sedena-control-de-acceso-biometrico-santa-lucia/","200","","80",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/cases/ine-infraestructura-de-elecciones-digitales-2024/","200","","83",
"https://intigarciasalgado1760222330000.2190221.misitiohostgator.com/sitec/cases/centro-comercial-plaza-milenium/","200","","83",
