"Url","StatusCode","Error","LoadMs","Title"
"http://localhost/sitec/","200","","1298",
"http://localhost/sitec/services","200","","1690",
"http://localhost/sitec/cases","200","","1744",
"http://localhost/sitec/blog","200","","1433",
"http://localhost/sitec/nosotros/","200","","774",
"http://localhost/sitec/contacto/","200","","683",
"http://localhost/sitec/privacy-policy","200","","1399",
"http://localhost/sitec/terms","200","","1417",
"http://localhost/sitec/services/seguridad-inteligente-con-ia-proteccion-proactiva-24-7/","200","","686",
"http://localhost/sitec/services/conectividad-de-nueva-generacion-infraestructura-5g-ready/","200","","695",
"http://localhost/sitec/services/energia-inteligente-eficiencia-que-reduce-costos-hasta-60/","200","","691",
"http://localhost/sitec/services/asesoria-estrategica-su-socio-en-transformacion-tecnologica/","200","","958",
"http://localhost/sitec/cases/hospital-general-de-acapulco/","200","","745",
"http://localhost/sitec/cases/universidad-tecnologica-del-valle/","200","","644",
"http://localhost/sitec/cases/hotel-fiesta-americana/","200","","727",
"http://localhost/sitec/cases/guardia-nacional-modernizacion-de-infraestructura/","200","","902",
"http://localhost/sitec/cases/sedena-control-de-acceso-biometrico-santa-lucia/","200","","956",
"http://localhost/sitec/cases/ine-infraestructura-de-elecciones-digitales-2024/","200","","651",
"http://localhost/sitec/cases/centro-comercial-plaza-milenium/","200","","629",
